Email Address,URL,Event Type,Engagement Time (sec),Traffic Medium,Traffic Source,Date
rebecca81@mayplc.com,https://assetmanagement.com/products/etf,Product View,119,Organic,LinkedIn,17-11-2024
theresawang@browngroup.com,https://assetmanagement.com/products/esg,Product View,196,Email,Investment Update,22-12-2024
jordan57@robinsonandsons.com,https://assetmanagement.com/products/fixed-income,Product View,286,Organic,Google,07-10-2024
jcook@savage-calhoun.com,https://assetmanagement.com/video/market-trends,Video View,148,Email,Newsletter Campaign,15-10-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/contact-us,Form Submission,219,Email,Newsletter Campaign,04-07-2024
goconnor@long-johnson.com,https://assetmanagement.com/about-us,Page View,162,Email,Investment Update,16-12-2024
lisamarshall@ingramgloverandroberts.com,https://assetmanagement.com/products/real-estate,Product View,137,Email,Investment Update,05-06-2024
adamsmarie@hopkinsporterandjimenez.com,https://assetmanagement.com/insights/quarterly-report,Page View,99,Paid,Google,26-08-2024
colemanivan@cookhowardandrandall.com,https://assetmanagement.com/products/fixed-income,Product View,130,Email,Event Invitation,29-09-2024
velezedward@dean-mcmillan.com,https://assetmanagement.com/insights,Page View,135,Direct,Newsletter,15-09-2024
christina22@friedmanmartinezandmeyers.com,https://assetmanagement.com/insights/quarterly-report,Page View,44,Email,Newsletter Campaign,28-09-2024
williamscarmen@fox-chen.com,https://assetmanagement.com/products/esg,Product View,272,Email,Newsletter Campaign,07-09-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/about-us,Page View,207,Paid,LinkedIn,27-09-2024
hubbardtyler@caldwell-salinas.com,https://assetmanagement.com/products/fixed-income,Product View,270,Referral,LinkedIn,25-09-2024
richardprice@jonesandsons.com,https://assetmanagement.com/products/real-estate,Product View,69,Paid,LinkedIn,22-09-2024
ruizrichard@collinsllc.com,https://assetmanagement.com/about-us,Page View,74,Paid,Google,07-07-2024
michaelbenjamin@young-evans.com,https://assetmanagement.com/products/real-estate,Product View,80,Email,Investment Update,21-10-2024
jessicaelliott@fitzpatrick-smith.com,https://assetmanagement.com/insights/quarterly-report,Page View,96,Email,Newsletter Campaign,22-11-2024
eanderson@harringtonbanksandhill.com,https://assetmanagement.com/video/investment-strategies,Video View,74,Direct,LinkedIn,02-07-2024
barrychapman@harrelllongandduran.com,https://assetmanagement.com/insights,Page View,263,Paid,LinkedIn,03-11-2024
pcoleman@hess-marsh.com,https://assetmanagement.com/products/etf,Product View,59,Organic,LinkedIn,14-06-2024
fbrown@keith-sims.com,https://assetmanagement.com/products/esg,Product View,257,Email,Newsletter Campaign,09-10-2024
rflores@mccann-johnson.com,https://assetmanagement.com/products/fixed-income,Product View,129,Paid,Google,03-10-2024
doris66@franklingroup.com,https://assetmanagement.com/video/market-trends,Video View,297,Email,Investment Update,29-11-2024
rflores@mccann-johnson.com,https://assetmanagement.com/contact-us,Form Submission,208,Email,Investment Update,20-10-2024
brandontran@parsonscarlsonandyork.com,https://assetmanagement.com/about-us,Page View,143,Organic,Newsletter,15-06-2024
camachodon@jackson-charles.com,https://assetmanagement.com/products/real-estate,Product View,279,Direct,Newsletter,17-11-2024
ruizkristi@martinezdavisandmoore.com,https://assetmanagement.com/insights/quarterly-report,Page View,273,Email,Investment Update,05-12-2024
theresawang@browngroup.com,https://assetmanagement.com/video/investment-strategies,Video View,51,Email,Investment Update,20-08-2024
kthomas@johnsonhernandezandrowe.com,https://assetmanagement.com/insights,Page View,257,Paid,LinkedIn,06-11-2024
bakerjared@pena-roberts.com,https://assetmanagement.com/products/etf,Click,219.3,Direct,Facebook,20-09-2024
jennifer85@jonesgroup.com,https://assetmanagement.com/products/esg,Product View,41,Organic,LinkedIn,01-07-2024
sandy78@millerdiazandcontreras.com,https://assetmanagement.com/products/fixed-income,Product View,245,Email,Newsletter Campaign,21-06-2024
cheryl98@davisinc.com,https://assetmanagement.com/video/market-trends,Video View,70,Paid,Newsletter,04-09-2024
thomasfitzpatrick@williamsandsons.com,https://assetmanagement.com/contact-us,Form Submission,196,Paid,Newsletter,03-07-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/contact-us,Form Submission,281,Email,Event Invitation,19-09-2024
austin15@riggssmithandjones.com,https://assetmanagement.com/products/real-estate,Product View,196,Paid,Newsletter,16-10-2024
vcharles@guzman-cook.com,https://assetmanagement.com/insights/quarterly-report,Page View,182,Email,Investment Update,18-12-2024
sburnett@larsonandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,186,Direct,LinkedIn,06-08-2024
craig06@smith-cole.com,https://assetmanagement.com/insights,Page View,145,Organic,LinkedIn,05-09-2024
lcooper@johnson-wright.com,https://assetmanagement.com/products/etf,Product View,169,Referral,Newsletter,07-09-2024
wilkersongregory@smithsmithandgriffin.com,https://assetmanagement.com/products/esg,Product View,178,Email,Newsletter Campaign,22-11-2024
russelllinda@carlsonallenandjackson.com,https://assetmanagement.com/products/fixed-income,Product View,71,Paid,Google,03-12-2024
dawnsmith@jamesreyesandrhodes.com,https://assetmanagement.com/video/market-trends,Video View,61,Direct,LinkedIn,25-12-2024
toniaustin@lee-wu.com,https://assetmanagement.com/contact-us,Form Submission,257,Direct,Google,15-10-2024
bairdpeter@mcdanielltd.com,https://assetmanagement.com/about-us,Page View,288,Email,Investment Update,25-12-2024
michaelbriggs@rogersgroup.com,https://assetmanagement.com/products/real-estate,Product View,182,Paid,Newsletter,29-11-2024
ryan57@patelinc.com,https://assetmanagement.com/insights/quarterly-report,Page View,299,Referral,Newsletter,14-11-2024
xcarpenter@medinagreeneandthompson.com,https://assetmanagement.com/video/investment-strategies,Video View,165,Direct,Google,27-12-2024
kbarker@johnsonkrauseandelliott.com,https://assetmanagement.com/insights,Page View,250,Email,Investment Update,21-06-2024
jennifer85@jonesgroup.com,https://assetmanagement.com/products/etf,Product View,106,Referral,LinkedIn,04-09-2024
brandontran@parsonscarlsonandyork.com,https://assetmanagement.com/products/esg,Product View,265,Email,Investment Update,17-06-2024
gary92@camachoinc.com,https://assetmanagement.com/products/fixed-income,Product View,216,Referral,Newsletter,16-07-2024
taylor76@smithandsons.com,https://assetmanagement.com/video/market-trends,Video View,271,Organic,LinkedIn,27-09-2024
reginaschmidt@hawkinsplc.com,https://assetmanagement.com/contact-us,Form Submission,198,Email,Newsletter Campaign,19-10-2024
gary92@camachoinc.com,https://assetmanagement.com/about-us,Page View,170,Email,Investment Update,01-07-2024
angelsheppard@forbesltd.com,https://assetmanagement.com/products/real-estate,Product View,98,Organic,Newsletter,20-08-2024
caitlinhill@christensen-brown.com,https://assetmanagement.com/insights/quarterly-report,Page View,125,Email,Investment Update,26-10-2024
robert08@jonesevansandallen.com,https://assetmanagement.com/video/investment-strategies,Video View,270,Email,Investment Update,09-11-2024
goconnor@long-johnson.com,https://assetmanagement.com/insights,Page View,91,Direct,Newsletter,17-07-2024
robert08@jonesevansandallen.com,https://assetmanagement.com/products/etf,Product View,263,Referral,LinkedIn,25-06-2024
nrose@gordonwintersandgomez.com,https://assetmanagement.com/products/esg,Product View,176,Paid,LinkedIn,04-10-2024
victoria57@parker-cox.com,https://assetmanagement.com/products/fixed-income,Product View,72,Paid,Google,18-08-2024
boltonkendra@kempmartinandwalker.com,https://assetmanagement.com/video/market-trends,Video View,217,Organic,Google,20-09-2024
mallorybarajas@forbes-brooks.com,https://assetmanagement.com/contact-us,Form Submission,236,Referral,Google,19-08-2024
ruizrichard@collinsllc.com,https://assetmanagement.com/about-us,Page View,249,Email,Newsletter Campaign,21-06-2024
ruth02@armstrongplc.com,https://assetmanagement.com/products/real-estate,Product View,171,Direct,Google,20-12-2024
campbellpeggy@robinsonandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,143,Paid,LinkedIn,25-06-2024
aaron93@cortez-howell.com,https://assetmanagement.com/video/market-trends,Video View,288,Organic,Newsletter,18-09-2024
craig06@smith-cole.com,https://assetmanagement.com/insights,Page View,275,Email,Investment Update,13-08-2024
barajasbenjamin@donaldsonmartinandbarton.com,https://assetmanagement.com/products/etf,Product View,61,Paid,Google,27-06-2024
cheryl98@davisinc.com,https://assetmanagement.com/products/esg,Product View,61,Organic,Google,06-08-2024
kaitlynblankenship@blackwellsandwalker.com,https://assetmanagement.com/products/fixed-income,Product View,79,Email,Newsletter Campaign,25-09-2024
nathan25@lozanofloresandneal.com,https://assetmanagement.com/video/market-trends,Video View,88,Organic,LinkedIn,16-11-2024
fbrown@keith-sims.com,https://assetmanagement.com/contact-us,Form Submission,299,Email,Newsletter Campaign,22-06-2024
kthomas@johnsonhernandezandrowe.com,https://assetmanagement.com/about-us,Page View,257,Referral,Google,02-12-2024
elizabethshaffer@warrengroup.com,https://assetmanagement.com/products/real-estate,Product View,256,Email,Newsletter Campaign,03-09-2024
tammy97@reyesandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,211,Referral,LinkedIn,08-07-2024
nnunez@petersonhermanandmiller.com,https://assetmanagement.com/video/investment-strategies,Video View,37,Organic,Newsletter,03-09-2024
holmesmary@johnson-silva.com,https://assetmanagement.com/insights,Page View,55,Organic,Google,24-08-2024
kennedypaula@burgessandsons.com,https://assetmanagement.com/products/etf,Product View,294,Organic,Google,17-07-2024
rbrown@saunderskellyandweber.com,https://assetmanagement.com/products/esg,Product View,173,Referral,Google,07-09-2024
iross@schneiderinc.com,https://assetmanagement.com/products/fixed-income,Product View,172,Organic,Newsletter,12-12-2024
joneskaren@rodriguezltd.com,https://assetmanagement.com/video/market-trends,Video View,260,Email,Investment Update,06-01-2025
angelsheppard@forbesltd.com,https://assetmanagement.com/contact-us,Form Submission,62,Paid,Newsletter,12-11-2024
marcusmay@deanllc.com,https://assetmanagement.com/about-us,Page View,105,Referral,LinkedIn,07-07-2024
karafuentes@williamsplc.com,https://assetmanagement.com/products/real-estate,Product View,79,Paid,LinkedIn,03-12-2024
thomasfitzpatrick@williamsandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,132,Organic,Google,21-12-2024
laura68@allencummingsandmercer.com,https://assetmanagement.com/video/investment-strategies,Video View,288,Email,Investment Update,25-07-2024
omunoz@curtisltd.com,https://assetmanagement.com/insights,Page View,133,Organic,LinkedIn,29-08-2024
kayla73@mooreandsons.com,https://assetmanagement.com/products/etf,Product View,258,Paid,LinkedIn,21-11-2024
vmartinez@boydllc.com,https://assetmanagement.com/products/esg,Product View,295,Organic,Newsletter,07-12-2024
erikathompson@hopkins-burgess.com,https://assetmanagement.com/products/fixed-income,Product View,163,Direct,Newsletter,07-12-2024
josephdavila@jackson-pope.com,https://assetmanagement.com/video/market-trends,Video View,213,Email,Investment Update,31-12-2024
russelllinda@carlsonallenandjackson.com,https://assetmanagement.com/contact-us,Form Submission,203,Email,Newsletter Campaign,21-12-2024
kristen09@graygroup.com,https://assetmanagement.com/about-us,Page View,40,Email,Investment Update,15-06-2024
meganvaldez@evanshowellandyoung.com,https://assetmanagement.com/products/real-estate,Product View,270,Direct,Google,20-06-2024
duane85@jackson-sanchez.com,https://assetmanagement.com/insights/quarterly-report,Page View,203,Referral,Google,06-08-2024
reginaschmidt@hawkinsplc.com,https://assetmanagement.com/video/investment-strategies,Video View,82,Email,Newsletter Campaign,06-11-2024
john54@crawfordgroup.com,https://assetmanagement.com/insights,Page View,132,Paid,LinkedIn,17-08-2024
tammy97@reyesandsons.com,https://assetmanagement.com/products/etf,Product View,195,Email,Newsletter Campaign,27-11-2024
marc69@dickerson-krueger.com,https://assetmanagement.com/products/esg,Product View,107,Direct,Newsletter,29-10-2024
moorekevin@walsh-pruitt.com,https://assetmanagement.com/products/fixed-income,Product View,164,Organic,LinkedIn,04-01-2025
zchapman@brown-richardson.com,https://assetmanagement.com/video/market-trends,Video View,81,Email,Newsletter Campaign,16-09-2024
jessicarobertson@rogers-castro.com,https://assetmanagement.com/products/etf,Product View,124,Referral,Twitter,15-09-2024
davischristine@garciapaceandyoung.com,https://assetmanagement.com/about-us,Page View,165,Organic,LinkedIn,01-01-2025
xjones@martinezplc.com,https://assetmanagement.com/products/real-estate,Product View,73,Organic,Google,07-09-2024
wilkersongregory@smithsmithandgriffin.com,https://assetmanagement.com/insights/quarterly-report,Page View,209,Referral,Google,07-08-2024
banderson@jordanltd.com,https://assetmanagement.com/video/investment-strategies,Video View,148,Direct,Google,12-08-2024
bhines@leeinc.com,https://assetmanagement.com/insights,Page View,87,Referral,Google,05-06-2024
penningtontristan@nguyenclarkandwilliams.com,https://assetmanagement.com/products/etf,Product View,53,Email,Newsletter Campaign,05-11-2024
ernestflores@ortiz-thomas.com,https://assetmanagement.com/products/esg,Product View,273,Email,Newsletter Campaign,14-10-2024
theresawang@browngroup.com,https://assetmanagement.com/products/fixed-income,Product View,90,Email,Investment Update,09-07-2024
nicholsonapril@nashplc.com,https://assetmanagement.com/video/market-trends,Video View,89,Email,Investment Update,23-08-2024
christopher73@lyonsgroup.com,https://assetmanagement.com/contact-us,Form Submission,99,Email,Newsletter Campaign,18-06-2024
reedmichelle@ramirezllc.com,https://assetmanagement.com/about-us,Page View,47,Direct,Newsletter,29-09-2024
nrose@gordonwintersandgomez.com,https://assetmanagement.com/products/real-estate,Product View,129,Email,Newsletter Campaign,19-10-2024
campbellpeggy@robinsonandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,160,Email,Investment Update,14-06-2024
fbrown@keith-sims.com,https://assetmanagement.com/video/investment-strategies,Video View,39,Paid,Google,28-08-2024
ericduncan@levyinc.com,https://assetmanagement.com/insights,Page View,131,Direct,Google,28-06-2024
elizabethshaffer@warrengroup.com,https://assetmanagement.com/products/etf,Product View,200,Paid,Google,14-10-2024
julie27@taylor-erickson.com,https://assetmanagement.com/products/esg,Product View,256,Referral,Google,08-07-2024
diane68@woods-anderson.com,https://assetmanagement.com/products/fixed-income,Product View,165,Paid,Newsletter,22-10-2024
julie76@wood-frey.com,https://assetmanagement.com/video/market-trends,Video View,32,Email,Newsletter Campaign,28-09-2024
lauren40@jameslynnandoneill.com,https://assetmanagement.com/contact-us,Form Submission,68,Email,Newsletter Campaign,28-11-2024
rflores@mccann-johnson.com,https://assetmanagement.com/about-us,Page View,38,Referral,Newsletter,12-09-2024
xrodriguez@millerwatsonandberg.com,https://assetmanagement.com/products/real-estate,Product View,36,Email,Investment Update,02-10-2024
danielpruitt@danielsltd.com,https://assetmanagement.com/insights/quarterly-report,Page View,89,Paid,Newsletter,31-10-2024
lawrencelittle@ellisltd.com,https://assetmanagement.com/video/investment-strategies,Video View,226,Paid,Newsletter,03-11-2024
heather68@adamsrogersandwebb.com,https://assetmanagement.com/insights,Page View,143,Email,Newsletter Campaign,07-09-2024
fbrown@keith-sims.com,https://assetmanagement.com/products/etf,Product View,139,Organic,Newsletter,24-12-2024
ericduncan@levyinc.com,https://assetmanagement.com/products/esg,Product View,233,Email,Newsletter Campaign,31-08-2024
jcook@savage-calhoun.com,https://assetmanagement.com/products/fixed-income,Product View,95,Referral,Google,13-09-2024
wilkersongregory@smithsmithandgriffin.com,https://assetmanagement.com/video/market-trends,Video View,85,Email,Newsletter Campaign,27-11-2024
toniaustin@lee-wu.com,https://assetmanagement.com/contact-us,Form Submission,225,Direct,LinkedIn,26-10-2024
rbrown@saunderskellyandweber.com,https://assetmanagement.com/about-us,Page View,229,Email,Investment Update,05-06-2024
wilkersongregory@smithsmithandgriffin.com,https://assetmanagement.com/products/real-estate,Product View,80,Organic,LinkedIn,03-12-2024
penningtontristan@nguyenclarkandwilliams.com,https://assetmanagement.com/insights/quarterly-report,Page View,94,Email,Investment Update,11-06-2024
ediaz@leeltd.com,https://assetmanagement.com/video/investment-strategies,Video View,57,Email,Investment Update,12-08-2024
longkimberly@roberts-campbell.com,https://assetmanagement.com/insights,Page View,131,Direct,Google,24-08-2024
reginaschmidt@hawkinsplc.com,https://assetmanagement.com/products/etf,Product View,138,Organic,Google,20-09-2024
goconnor@long-johnson.com,https://assetmanagement.com/products/esg,Product View,149,Email,Newsletter Campaign,15-10-2024
fbrown@keith-sims.com,https://assetmanagement.com/products/fixed-income,Product View,109,Direct,Newsletter,04-07-2024
kayla73@mooreandsons.com,https://assetmanagement.com/video/market-trends,Video View,116,Email,Newsletter Campaign,04-10-2024
debbiefisher@morganrichardsonandmccoy.com,https://assetmanagement.com/contact-us,Form Submission,170,Referral,Google,18-09-2024
mccartyrichard@waltonwebsterandpatrick.com,https://assetmanagement.com/products/esg,Product View,185,Organic,Google,14-09-2024
pcoleman@hess-marsh.com,https://assetmanagement.com/products/real-estate,Product View,152,Email,Investment Update,13-07-2024
bsimpson@woodsjacobsandbeard.com,https://assetmanagement.com/insights/quarterly-report,Page View,224,Paid,Google,22-07-2024
meganvaldez@evanshowellandyoung.com,https://assetmanagement.com/video/investment-strategies,Video View,67,Email,Newsletter Campaign,13-12-2024
rhurst@larsongroup.com,https://assetmanagement.com/insights,Page View,182,Direct,Google,24-06-2024
reedmichelle@ramirezllc.com,https://assetmanagement.com/products/etf,Product View,270,Referral,Google,02-07-2024
zcampbell@hill-williams.com,https://assetmanagement.com/products/esg,Product View,68,Paid,LinkedIn,05-06-2024
rhurst@larsongroup.com,https://assetmanagement.com/products/fixed-income,Product View,220,Email,Investment Update,29-12-2024
karafuentes@williamsplc.com,https://assetmanagement.com/video/market-trends,Video View,254,Email,Investment Update,20-09-2024
vcharles@guzman-cook.com,https://assetmanagement.com/contact-us,Form Submission,190,Paid,LinkedIn,25-07-2024
austin15@riggssmithandjones.com,https://assetmanagement.com/about-us,Page View,275,Email,Investment Update,22-09-2024
maciasoscar@lee-lyons.com,https://assetmanagement.com/products/real-estate,Product View,255,Organic,Google,14-07-2024
michaelyoung@leeshawandhall.com,https://assetmanagement.com/insights/quarterly-report,Page View,166,Paid,LinkedIn,30-09-2024
ykim@ingraminc.com,https://assetmanagement.com/video/investment-strategies,Video View,85,Email,Newsletter Campaign,22-10-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/about-us,Page View,118,Paid,Twitter,12-09-2024
osmith@hendersoninc.com,https://assetmanagement.com/products/etf,Product View,204,Organic,Google,28-10-2024
kimberly72@scottgrimesandsoto.com,https://assetmanagement.com/products/esg,Product View,51,Paid,Google,17-06-2024
lisamarshall@ingramgloverandroberts.com,https://assetmanagement.com/products/fixed-income,Product View,168,Paid,Google,06-09-2024
caitlinhill@christensen-brown.com,https://assetmanagement.com/video/market-trends,Video View,169,Paid,Newsletter,08-07-2024
ediaz@leeltd.com,https://assetmanagement.com/contact-us,Form Submission,195,Email,Investment Update,18-09-2024
jonathan23@chunggroup.com,https://assetmanagement.com/about-us,Page View,185,Email,Investment Update,03-12-2024
jcook@savage-calhoun.com,https://assetmanagement.com/products/real-estate,Product View,96,Referral,LinkedIn,04-08-2024
banderson@jordanltd.com,https://assetmanagement.com/insights/quarterly-report,Page View,300,Referral,LinkedIn,10-11-2024
adamsmarie@hopkinsporterandjimenez.com,https://assetmanagement.com/video/investment-strategies,Video View,123,Referral,LinkedIn,07-08-2024
reedjoseph@peckplc.com,https://assetmanagement.com/insights,Page View,31,Email,Investment Update,28-08-2024
ryan57@patelinc.com,https://assetmanagement.com/products/etf,Product View,161,Email,Investment Update,12-09-2024
lawrencelittle@ellisltd.com,https://assetmanagement.com/products/esg,Product View,232,Organic,LinkedIn,19-09-2024
sfletcher@evans-mullins.com,https://assetmanagement.com/products/fixed-income,Product View,65,Email,Newsletter Campaign,14-06-2024
robert84@martinez-harris.com,https://assetmanagement.com/video/market-trends,Video View,249,Direct,Google,09-10-2024
janet96@gibbsltd.com,https://assetmanagement.com/contact-us,Form Submission,253,Paid,Google,03-08-2024
afowler@nixongroup.com,https://assetmanagement.com/about-us,Page View,154,Paid,Google,28-09-2024
daniel44@harriswoodsandjones.com,https://assetmanagement.com/products/real-estate,Product View,271,Paid,LinkedIn,16-06-2024
michaelhernandez@donaldsonandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,292,Paid,LinkedIn,15-11-2024
xcarpenter@medinagreeneandthompson.com,https://assetmanagement.com/video/investment-strategies,Video View,41,Organic,Google,06-07-2024
stephanie05@chanjamesandlawson.com,https://assetmanagement.com/insights,Page View,218,Referral,LinkedIn,27-08-2024
joshuapark@murray-kirk.com,https://assetmanagement.com/products/etf,Product View,123,Referral,Newsletter,22-06-2024
campbellpeggy@robinsonandsons.com,https://assetmanagement.com/products/esg,Product View,184,Paid,LinkedIn,16-07-2024
kristen09@graygroup.com,https://assetmanagement.com/products/fixed-income,Product View,103,Paid,LinkedIn,28-07-2024
omunoz@curtisltd.com,https://assetmanagement.com/video/market-trends,Video View,156,Referral,LinkedIn,18-06-2024
michaelbenjamin@young-evans.com,https://assetmanagement.com/contact-us,Form Submission,105,Email,Investment Update,14-08-2024
nhartman@garrett-campbell.com,https://assetmanagement.com/about-us,Page View,186,Direct,Newsletter,20-09-2024
vgordon@bennett-sullivan.com,https://assetmanagement.com/products/real-estate,Product View,299,Email,Newsletter Campaign,14-08-2024
stephanie05@chanjamesandlawson.com,https://assetmanagement.com/insights/quarterly-report,Page View,252,Paid,Google,09-07-2024
bradcurtis@long-molina.com,https://assetmanagement.com/video/investment-strategies,Video View,267,Organic,Newsletter,15-11-2024
jennifergutierrez@anderson-clark.com,https://assetmanagement.com/video/investment-strategies,Video View,281,Referral,LinkedIn,12-09-2024
meganvaldez@evanshowellandyoung.com,https://assetmanagement.com/products/etf,Product View,33,Paid,Google,05-08-2024
nnunez@petersonhermanandmiller.com,https://assetmanagement.com/products/esg,Product View,96,Direct,Newsletter,16-12-2024
lawrencelittle@ellisltd.com,https://assetmanagement.com/products/fixed-income,Product View,83,Referral,Newsletter,24-12-2024
gilesnicole@gonzalezltd.com,https://assetmanagement.com/video/market-trends,Video View,261,Referral,Newsletter,05-07-2024
ebonybentley@adamsplc.com,https://assetmanagement.com/contact-us,Form Submission,271,Direct,Newsletter,26-11-2024
mary27@carneyspencerandsantos.com,https://assetmanagement.com/about-us,Page View,276,Email,Investment Update,10-10-2024
zchapman@brown-richardson.com,https://assetmanagement.com/products/real-estate,Product View,171,Paid,LinkedIn,19-12-2024
stefanierice@huntandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,250,Email,Newsletter Campaign,23-07-2024
kbarker@johnsonkrauseandelliott.com,https://assetmanagement.com/video/investment-strategies,Video View,113,Email,Newsletter Campaign,10-10-2024
hector56@halelopezandcarter.com,https://assetmanagement.com/insights,Page View,34,Email,Newsletter Campaign,04-11-2024
daniel44@harriswoodsandjones.com,https://assetmanagement.com/products/etf,Product View,215,Paid,LinkedIn,15-10-2024
eparker@aliwhiteandkim.com,https://assetmanagement.com/products/esg,Product View,177,Email,Newsletter Campaign,21-11-2024
joshuapark@murray-kirk.com,https://assetmanagement.com/products/fixed-income,Product View,293,Organic,Google,27-07-2024
colemandaniel@benjaminlyonsandsimon.com,https://assetmanagement.com/video/market-trends,Video View,298,Direct,Google,07-09-2024
john54@crawfordgroup.com,https://assetmanagement.com/contact-us,Form Submission,49,Email,Investment Update,28-09-2024
donnamclaughlin@youngtaylorandharris.com,https://assetmanagement.com/about-us,Page View,35,Direct,Google,07-07-2024
marcusmay@deanllc.com,https://assetmanagement.com/products/real-estate,Product View,139,Referral,Newsletter,01-07-2024
robert84@martinez-harris.com,https://assetmanagement.com/insights/quarterly-report,Page View,127,Email,Newsletter Campaign,02-07-2024
tinaterry@shawbaileyandsmith.com,https://assetmanagement.com/video/investment-strategies,Video View,226,Paid,Google,18-09-2024
coreyharrell@norris-brown.com,https://assetmanagement.com/insights,Page View,40,Email,Investment Update,01-09-2024
shannon61@becker-phillips.com,https://assetmanagement.com/products/etf,Product View,247,Referral,LinkedIn,07-11-2024
gillchristian@cowanmooreandgarcia.com,https://assetmanagement.com/products/esg,Product View,239,Direct,Google,10-06-2024
jwalker@thomasplc.com,https://assetmanagement.com/products/fixed-income,Product View,279,Email,Investment Update,25-10-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/video/investment-strategies,Video View,103,Paid,LinkedIn,11-09-2024
lisamarshall@ingramgloverandroberts.com,https://assetmanagement.com/contact-us,Form Submission,206,Referral,Google,31-07-2024
ruth02@armstrongplc.com,https://assetmanagement.com/about-us,Page View,49,Email,Event Invitation,06-06-2024
stewartmegan@gamblellc.com,https://assetmanagement.com/products/real-estate,Product View,171,Direct,LinkedIn,18-11-2024
jonesmelissa@martinez-mcmahon.com,https://assetmanagement.com/insights/quarterly-report,Page View,187,Email,Event Invitation,19-10-2024
kayla73@mooreandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,66,Email,Event Invitation,18-11-2024
evanslindsay@wardplc.com,https://assetmanagement.com/insights,Page View,93,Email,Investment Update,16-10-2024
coreyharrell@norris-brown.com,https://assetmanagement.com/products/etf,Product View,211,Direct,LinkedIn,26-11-2024
vmartinez@boydllc.com,https://assetmanagement.com/products/esg,Product View,253,Referral,Newsletter,07-08-2024
austin15@riggssmithandjones.com,https://assetmanagement.com/products/fixed-income,Product View,268,Direct,LinkedIn,30-07-2024
michaelromero@morris-ryan.com,https://assetmanagement.com/video/market-trends,Video View,259,Paid,Newsletter,31-07-2024
kpeterson@fergusonmooreandwalker.com,https://assetmanagement.com/contact-us,Form Submission,220,Referral,LinkedIn,17-11-2024
josephdavila@jackson-pope.com,https://assetmanagement.com/about-us,Page View,68,Direct,Google,06-12-2024
pcoleman@hess-marsh.com,https://assetmanagement.com/products/real-estate,Product View,228,Email,Investment Update,01-01-2025
nhartman@garrett-campbell.com,https://assetmanagement.com/insights/quarterly-report,Page View,267,Direct,Google,31-08-2024
omunoz@curtisltd.com,https://assetmanagement.com/video/investment-strategies,Video View,269,Organic,Google,24-11-2024
ksummers@larsonltd.com,https://assetmanagement.com/insights,Page View,191,Email,Investment Update,23-06-2024
flynnjohn@hillltd.com,https://assetmanagement.com/products/etf,Product View,130,Email,Investment Update,26-09-2024
scottjoyce@lopezmooreandwilliamson.com,https://assetmanagement.com/products/esg,Product View,286,Email,Investment Update,10-10-2024
michael64@brown-watson.com,https://assetmanagement.com/products/fixed-income,Product View,182,Paid,Newsletter,29-08-2024
jennifer85@jonesgroup.com,https://assetmanagement.com/video/market-trends,Video View,168,Email,Investment Update,20-11-2024
nataliecarter@strongltd.com,https://assetmanagement.com/contact-us,Form Submission,214,Email,Event Invitation,16-12-2024
diane68@woods-anderson.com,https://assetmanagement.com/about-us,Page View,46,Direct,Google,26-09-2024
lsutton@jacobsgroup.com,https://assetmanagement.com/products/real-estate,Form Submit,118,Direct,Facebook,10-09-2024
vcharles@guzman-cook.com,https://assetmanagement.com/insights/quarterly-report,Page View,248,Email,Event Invitation,05-07-2024
taylor76@smithandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,272,Referral,Google,14-07-2024
russelllinda@carlsonallenandjackson.com,https://assetmanagement.com/insights,Page View,229,Email,Investment Update,11-11-2024
nicholsonapril@nashplc.com,https://assetmanagement.com/products/etf,Product View,90,Organic,LinkedIn,08-08-2024
patricia25@gordonwebbandrichardson.com,https://assetmanagement.com/products/esg,Product View,78,Email,Investment Update,25-06-2024
ediaz@leeltd.com,https://assetmanagement.com/products/fixed-income,Product View,149,Email,Investment Update,15-06-2024
russelllinda@carlsonallenandjackson.com,https://assetmanagement.com/video/market-trends,Video View,128,Email,Investment Update,02-01-2025
marcusmay@deanllc.com,https://assetmanagement.com/contact-us,Form Submission,104,Paid,Newsletter,18-06-2024
stephenvazquez@smithinc.com,https://assetmanagement.com/about-us,Page View,57,Direct,Google,31-07-2024
johnsonmisty@chamberspageandwhitaker.com,https://assetmanagement.com/products/real-estate,Product View,253,Email,Investment Update,19-06-2024
joshuapark@murray-kirk.com,https://assetmanagement.com/insights/quarterly-report,Page View,168,Referral,LinkedIn,18-06-2024
